config,val_loss,val_acc,train_loss,train_acc,optimizer,scheduler
config0_epochs50_lr0.001_optAdam_schedStepLR_step20_gamma0.1,2.5573864729717526,49.494949494949495,0.037376447511253075,97.76119402985074,Adam,StepLR
config1_epochs50_lr0.001_optAdam_schedStepLR_step20_gamma0.5,2.3535948690741955,51.515151515151516,0.02846073364811157,98.2587064676617,Adam,StepLR
config2_epochs50_lr0.001_optAdam_schedStepLR_step30_gamma0.1,2.178848066715279,50.505050505050505,0.032160646768648236,98.2587064676617,Adam,StepLR
config3_epochs50_lr0.001_optAdam_schedStepLR_step30_gamma0.5,2.733089758892252,47.474747474747474,0.02764811196285694,98.2587064676617,Adam,StepLR
config4_epochs50_lr0.001_optAdam_schedReduceLROnPlateau_step20_gamma0.1,2.1102487101699365,46.464646464646464,0.03460733842600452,97.76119402985074,Adam,ReduceLROnPlateau
config5_epochs50_lr0.001_optAdam_schedReduceLROnPlateau_step20_gamma0.5,1.8830284084936586,51.515151515151516,0.029053608094578357,98.75621890547264,Adam,ReduceLROnPlateau
config6_epochs50_lr0.001_optAdam_schedReduceLROnPlateau_step30_gamma0.1,2.067981915642517,55.55555555555556,0.029847780900511576,98.2587064676617,Adam,ReduceLROnPlateau
config7_epochs50_lr0.001_optAdam_schedReduceLROnPlateau_step30_gamma0.5,1.9320435764813664,52.525252525252526,0.027365579503815417,98.50746268656717,Adam,ReduceLROnPlateau
config8_epochs50_lr0.001_optSGD_schedStepLR_step20_gamma0.1,1.2436334593127472,60.60606060606061,0.027588271670302943,98.50746268656717,SGD,StepLR
config9_epochs50_lr0.001_optSGD_schedStepLR_step20_gamma0.5,1.2182859224502487,56.56565656565657,0.026243657939395502,98.00995024875621,SGD,StepLR
config10_epochs50_lr0.001_optSGD_schedStepLR_step30_gamma0.1,1.16513505487731,57.57575757575758,0.024479638923837605,98.50746268656717,SGD,StepLR
config11_epochs50_lr0.001_optSGD_schedStepLR_step30_gamma0.5,1.30421719888244,55.55555555555556,0.027297804710126265,98.50746268656717,SGD,StepLR
config12_epochs50_lr0.001_optSGD_schedReduceLROnPlateau_step20_gamma0.1,1.2296788897177187,50.505050505050505,0.027471480677970013,98.2587064676617,SGD,ReduceLROnPlateau
config13_epochs50_lr0.001_optSGD_schedReduceLROnPlateau_step20_gamma0.5,1.3581042133196435,50.505050505050505,0.02593894136040958,98.50746268656717,SGD,ReduceLROnPlateau
config14_epochs50_lr0.001_optSGD_schedReduceLROnPlateau_step30_gamma0.1,1.1710626019371881,46.464646464646464,0.02679827726163452,98.50746268656717,SGD,ReduceLROnPlateau
config15_epochs50_lr0.001_optSGD_schedReduceLROnPlateau_step30_gamma0.5,1.0916986983231824,58.58585858585859,0.02753105590963245,98.50746268656717,SGD,ReduceLROnPlateau
config16_epochs50_lr0.0001_optAdam_schedStepLR_step20_gamma0.1,1.2981533390102964,49.494949494949495,0.027636798421866192,98.50746268656717,Adam,StepLR
config17_epochs50_lr0.0001_optAdam_schedStepLR_step20_gamma0.5,1.6482850599168526,48.484848484848484,0.024703585216080518,98.50746268656717,Adam,StepLR
config18_epochs50_lr0.0001_optAdam_schedStepLR_step30_gamma0.1,1.9117663328093712,43.43434343434343,0.02530708386744048,98.50746268656717,Adam,StepLR
config19_epochs50_lr0.0001_optAdam_schedStepLR_step30_gamma0.5,1.9574064564223241,48.484848484848484,0.026538311063650236,98.50746268656717,Adam,StepLR
config20_epochs50_lr0.0001_optAdam_schedReduceLROnPlateau_step20_gamma0.1,1.2474168051372876,50.505050505050505,0.025131614130472216,98.50746268656717,Adam,ReduceLROnPlateau
config21_epochs50_lr0.0001_optAdam_schedReduceLROnPlateau_step20_gamma0.5,1.4143169046652437,48.484848484848484,0.025882533149080192,98.50746268656717,Adam,ReduceLROnPlateau
config22_epochs50_lr0.0001_optAdam_schedReduceLROnPlateau_step30_gamma0.1,1.2140866355462507,52.525252525252526,0.02801213432474071,98.50746268656717,Adam,ReduceLROnPlateau
config23_epochs50_lr0.0001_optAdam_schedReduceLROnPlateau_step30_gamma0.5,1.5056606061530835,48.484848484848484,0.02738350836921539,98.50746268656717,Adam,ReduceLROnPlateau
config24_epochs50_lr0.0001_optSGD_schedStepLR_step20_gamma0.1,1.0020754234959381,47.474747474747474,0.2529696851820495,98.50746268656717,SGD,StepLR
