config,val_loss,val_acc,train_loss,train_acc,optimizer,scheduler,accuracy,precision,recall,f1_macro,f1_Health,f1_Rust,f1_Other
config0_epochs50_lr0.001_optAdam_schedStepLR_step20_gamma0.1,0.7407193022093388,61.61616161616162,0.6782526528064291,69.40298507462687,Adam,StepLR,0.5757575757575758,0.588704505371172,0.5757575757575757,0.5747261845622501,0.39344262295081966,0.5974025974025974,0.7333333333333333
config1_epochs50_lr0.001_optAdam_schedStepLR_step20_gamma0.5,0.8984061069410256,55.55555555555556,0.6781766233752616,71.14427860696517,Adam,StepLR,0.5050505050505051,0.5280193236714975,0.5050505050505051,0.5044370772218874,0.3492063492063492,0.5569620253164557,0.6071428571428571
config2_epochs50_lr0.001_optAdam_schedStepLR_step30_gamma0.1,0.8216410153968767,54.54545454545455,0.7830201645395649,62.18905472636816,Adam,StepLR,0.5858585858585859,0.6188973063973063,0.585858585858586,0.5875679875679877,0.4307692307692308,0.6410256410256411,0.6909090909090909
config3_epochs50_lr0.001_optAdam_schedStepLR_step30_gamma0.5,0.7438014069139355,64.64646464646465,0.7614420613839259,62.18905472636816,Adam,StepLR,0.5959595959595959,0.5924283154121864,0.5959595959595959,0.579385530708906,0.33962264150943394,0.6172839506172839,0.78125
config4_epochs50_lr0.001_optAdam_schedReduceLROnPlateau_step20_gamma0.1,0.7447832244815249,66.66666666666667,0.5603992196161356,74.37810945273633,Adam,ReduceLROnPlateau,0.5858585858585859,0.6020923520923521,0.5858585858585859,0.5913860377032855,0.48484848484848486,0.5352112676056338,0.7540983606557377
config5_epochs50_lr0.001_optAdam_schedReduceLROnPlateau_step20_gamma0.5,0.8057013725993609,62.62626262626262,0.6906424980258468,68.1592039800995,Adam,ReduceLROnPlateau,0.5959595959595959,0.6226699226699227,0.5959595959595959,0.6001857116055503,0.5641025641025641,0.5245901639344263,0.711864406779661
config6_epochs50_lr0.001_optAdam_schedReduceLROnPlateau_step30_gamma0.1,0.758116780657961,58.58585858585859,0.6122554086927158,71.8905472636816,Adam,ReduceLROnPlateau,0.5454545454545454,0.6108472400513478,0.5454545454545454,0.5600189612945393,0.4225352112676056,0.5405405405405406,0.7169811320754716
config7_epochs50_lr0.001_optAdam_schedReduceLROnPlateau_step30_gamma0.5,0.7375527732450553,67.67676767676768,0.7139997971591665,66.66666666666667,Adam,ReduceLROnPlateau,0.5757575757575758,0.5615384615384615,0.5757575757575758,0.5361698497995517,0.21739130434782608,0.6292134831460674,0.7619047619047619
config8_epochs50_lr0.001_optSGD_schedStepLR_step20_gamma0.1,0.9308934741550021,45.45454545454545,0.5727264151644351,76.3681592039801,SGD,StepLR,0.5656565656565656,0.584045584045584,0.5656565656565656,0.564714295930773,0.4,0.5822784810126582,0.711864406779661
config9_epochs50_lr0.001_optSGD_schedStepLR_step20_gamma0.5,1.0640327298279963,58.58585858585859,0.5714356656098247,73.13432835820896,SGD,StepLR,0.5353535353535354,0.5359126984126984,0.5353535353535354,0.522633744855967,0.3333333333333333,0.5679012345679012,0.6666666666666666
config10_epochs50_lr0.001_optSGD_schedStepLR_step30_gamma0.1,0.8793165929088689,56.56565656565657,0.54559400692508,74.12935323383084,SGD,StepLR,0.5959595959595959,0.618149386845039,0.5959595959595959,0.5895859466923383,0.4642857142857143,0.6265060240963856,0.6779661016949152
config11_epochs50_lr0.001_optSGD_schedStepLR_step30_gamma0.5,0.9472145870930017,56.56565656565657,0.5820262612988106,73.38308457711443,SGD,StepLR,0.5858585858585859,0.5977011494252874,0.5858585858585859,0.5846806738004113,0.4406779661016949,0.5714285714285714,0.7419354838709677
config12_epochs50_lr0.001_optSGD_schedReduceLROnPlateau_step20_gamma0.1,0.9630617392484588,57.57575757575758,0.5205314583446256,80.09950248756219,SGD,ReduceLROnPlateau,0.5555555555555556,0.59336903517938,0.5555555555555556,0.558019864113054,0.45161290322580644,0.5679012345679012,0.6545454545454545
config13_epochs50_lr0.001_optSGD_schedReduceLROnPlateau_step20_gamma0.5,0.9066230958007803,61.61616161616162,0.5013790096513074,79.60199004975124,SGD,ReduceLROnPlateau,0.5555555555555556,0.5633986928104575,0.5555555555555555,0.53828197945845,0.35294117647058826,0.5952380952380952,0.6666666666666666
config14_epochs50_lr0.001_optSGD_schedReduceLROnPlateau_step30_gamma0.1,0.9073079251731285,54.54545454545455,0.5326164471569346,77.363184079602,SGD,ReduceLROnPlateau,0.5656565656565656,0.5773737373737374,0.5656565656565656,0.5628369076644938,0.4444444444444444,0.6233766233766234,0.6206896551724138
