config,val_loss,val_acc,train_loss,train_acc,optimizer,scheduler,accuracy,precision,recall,f1_macro,f1_Health,f1_Rust,f1_Other
config28_epochs50_lr0.0001_optSGD_schedReduceLROnPlateau_step20_gamma0.1,0.8918440922944233,52.525252525252526,0.8620223441527257,56.46766169154229,SGD,ReduceLROnPlateau,0.5858585858585859,0.6254789272030651,0.5858585858585859,0.548220388430441,0.2790697674418604,0.6236559139784946,0.7419354838709677
